PARTY_TYPE_DESC,GENDER_CODE,INGRESOS_SAS,STREET_STATE_NAME,STREET_STATE_CODE,OCCUPATION_DESC,INDUSTRY_CODE,TOT_TXN,NO_TXN,TOT_CR,TOT_DB,TOT_EFE,TOT_ELE,ORIGEN_FONDOS
0,0,2519,4,13001.0,1,10,13083,147,11883,0,7390000.0,655,6001
0,0,2519,14,11001.0,3,5619,12563,78,11250,0,2915000.0,655,7037
0,0,2519,4,13001.0,1,10,13411,135,12209,0,0.0,655,7681
0,0,2519,4,13001.0,1,10,11774,53,10737,0,4675000.0,655,853
0,0,2519,29,76147.0,3,8692,10584,12,7634,0,0.0,655,8002
0,1,2519,4,13001.0,3,4663,12135,16,10895,0,12000000.0,655,7612
0,0,2519,4,13001.0,1,10,12356,105,11160,0,5505000.0,655,5470
0,1,2519,9,19001.0,3,20,12952,55,11773,0,40380000.0,655,6568
0,0,2519,4,13001.0,3,8699,10939,114,9692,0,400000.0,655,3447
0,0,2519,5,15001.0,3,6910,12941,40,11783,0,0.0,655,3427
0,0,2519,5,15001.0,1,10,12321,66,11167,0,9080000.0,655,5470
0,1,2519,5,15001.0,1,10,12432,120,11224,0,1950000.0,655,853
0,0,2519,5,15001.0,1,10,11739,80,10579,0,569000.0,655,853
0,1,2519,0,91669.0,3,4512,11622,34,10604,0,6462863.42,655,8347
0,1,2519,5,15224.0,3,4781,12901,75,11891,0,2450000.0,655,5374
0,1,2519,14,11001.0,3,8299,13396,51,12205,0,18000000.0,655,7705
0,1,2519,14,11001.0,3,8299,11367,117,10291,0,0.0,655,7160
0,0,2519,5,15238.0,3,9411,13149,179,11901,0,1600000.0,655,5470
0,0,2519,3,8001.0,1,10,11891,146,10995,0,570000.0,655,2768
0,1,2519,5,15491.0,1,10,12158,21,11467,0,17800000.0,655,2645
0,0,2519,5,15516.0,8,90,10839,15,9677,0,5280000.0,655,6612
0,0,2519,6,17001.0,3,8411,11582,15,10401,0,5508000.0,655,512
0,1,2519,28,73001.0,5,9820,8191,13,7289,0,300000.0,655,5470
0,0,2519,24,63130.0,1,10,9434,11,8868,0,5400000.0,655,210
0,0,2519,29,76834.0,1,10,11810,75,10586,0,820000.0,655,8002
